id,price,room,district,subway,subway distance (min),square footage,livable space,kitchen space,floor,number of floors,construction year,parking,apartment type,house type,renovation,bathroom,balcony,elevator
290053528,299900000.0,5,Петроградский,Крестовский остров,12,326.0,171.0,35.0,7,7,2007,,Вторичка,Монолитный,Дизайнерский,,,
294387718,34506000.0,3,Петроградский,Крестовский остров,16,106.5,50.2,27.0,2,8,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
288345392,7050000.0,1,Петроградский,Чкаловская,6,26.68,,,3,5,,,Вторичка,Кирпичный,Дизайнерский,1.0,1,
294137225,9656850.0,1,Выборгский,Проспект Просвещения,8,37.87,,,3,4,2024,"Подземная,",Новостройка,Монолитно-кирпичный,,1.0,,1.0
290502429,105000000.0,4,Петроградский,,,178.5,56.0,60.5,1,5,2003,,Вторичка,Монолитный,Без,,,
292052165,15209999.0,2,Адмиралтейский,Балтийская,9,53.77,23.9,18.9,4,9,2024,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,22.0
286342869,222000000.0,2,Петроградский,Крестовский остров,17,110.4,38.0,46.8,2,5,2016,,Вторичка,Монолитный,Дизайнерский,,,
293263690,19556638.0,1,Центральный,Площадь Александра Невского,12,54.68,20.0,23.2,3,9,2025,,Новостройка,Монолитный,,1.0,1,2.0
286208151,290000000.0,1,Петроградский,Крестовский остров,30,442.0,115.0,26.3,1,3,2003,,Вторичка,,Без,,,
293435902,22733515.0,1,Василеостровский,,,65.36,20.6,23.1,6,7,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,1.0
292729198,23000000.0,1,Центральный,,,49.0,10.0,23.0,2,9,2021,,Вторичка,,Дизайнерский,,,
294387713,23085000.0,2,Петроградский,Крестовский остров,16,68.4,33.2,17.3,1,8,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
285457462,89000000.0,1,Петроградский,Чкаловская,18,317.0,152.0,45.0,7,8,2005,,Вторичка,,Дизайнерский,,,
267216305,4753876.0,1,Пушкинский,Шушары,28,24.93,,,1,5,2023,Отдельная,Новостройка,Монолитно-кирпичный,,,,1.0
294777818,350000000.0,1,Выборгский,Выборгская,22,611.0,330.0,145.0,23,23,2008,,Вторичка,Кирпичный,Без,,,
293947915,16495939.0,1,Адмиралтейский,Балтийская,13,46.0,14.7,22.7,8,10,2023,Подземная,Новостройка,,,1.0,1,
285457204,129000000.0,1,Петроградский,Крестовский остров,4,271.0,100.0,43.0,2,7,2008,,Вторичка,Монолитно-кирпичный,Дизайнерский,,,
275655511,17903148.0,2,Московский,Электросила,18,55.09,23.8,13.1,2,11,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
290247521,120000000.0,4,Петроградский,,,260.0,80.0,40.0,16,16,2018,,Вторичка,Монолитный,Без,,,
293721248,21831615.0,2,Приморский,Комендантский проспект,8,72.41,22.3,,12,12,2021,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
293595559,52478000.0,3,Петроградский,Спортивная,14,100.5,,15.0,5,6,2019,,Вторичка,Кирпичный,Без,2.0,,1.0
268560182,24300000.0,2,Адмиралтейский,Звенигородская,8,54.7,27.1,9.6,7,7,2021,Гостевая,Новостройка,Монолитно-кирпичный,,,,
286171452,10950000.0,1,Адмиралтейский,Сенная площадь,4,44.42,,,5,5,,,Вторичка,Кирпичный,Дизайнерский,1.0,,
294689296,32963850.0,3,Василеостровский,Горный институт,7,86.18,47.4,20.4,5,8,2026,,Новостройка,Монолитно-кирпичный,,,2,
285457308,59000000.0,3,Петроградский,Старая Деревня,30,137.0,57.0,38.6,3,9,2007,,Вторичка,Монолитный,Косметический,,,
291242780,34117200.0,2,Московский,Московская,6,70.2,33.5,18.5,1,6,2022,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,
289987835,65500000.0,4,Петроградский,,,173.5,127.0,17.5,6,7,2007,,Вторичка,,Без,,,
289388490,70318700.0,3,Курортный,,,124.9,38.9,28.2,9,12,2023,Отдельная,Новостройка,Монолитно-кирпичный,,2.0,2,
287440982,127666888.0,2,Петроградский,,,111.3,40.0,40.0,1,4,2017,,Вторичка,Монолитно-кирпичный,Без,,,
292476864,7300020.0,1,Московский,Московская,6,25.59,18.3,,9,9,2026,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,12.0
292149080,96000000.0,3,Петроградский,Крестовский остров,24,150.0,48.0,50.0,3,10,2017,,Вторичка,,Дизайнерский,,,
293841058,7556577.0,1,Приморский,Лесная,17,23.32,11.1,5.1,2,14,2023,Подземная,Новостройка,Монолитный,,2.0,,2.0
291683449,104900000.0,4,Петроградский,,,222.0,104.0,49.0,7,7,1911,,Вторичка,,Дизайнерский,,,
289280418,7847670.0,1,Красногвардейский,Ладожская,9,39.45,19.8,14.7,2,15,2025,Открытая,Новостройка,Монолитный,,1.0,,5.0
285457231,65000000.0,3,Петроградский,Чкаловская,17,161.0,99.0,50.0,7,9,2007,,Вторичка,Монолитный,Косметический,,,
288156892,8003972.0,1,Приморский,Пионерская,9,24.25,13.8,,13,25,2022,"Подземная,",Новостройка,Монолитный,,1.0,,4.0
293835364,217824420.0,4,Петроградский,,,208.9,90.0,46.0,4,5,2017,,Вторичка,Монолитный,Без,,,
292051921,11239999.0,1,Адмиралтейский,Балтийская,9,35.86,11.3,16.1,5,9,2024,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,22.0
289732338,440000000.0,5,Петроградский,,,363.0,103.0,140.0,7,7,2005,,Вторичка,,Дизайнерский,,,
266867355,16567254.0,2,Приморский,Комендантский проспект,8,61.98,28.7,,3,12,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
285457416,44400000.0,3,Петроградский,Спортивная,27,140.0,60.0,49.0,4,9,2022,,Вторичка,Монолитный,Без,,,
294387704,17241750.0,1,Петроградский,Крестовский остров,16,39.5,16.4,11.1,2,8,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
286202332,10940000.0,1,Адмиралтейский,Сенная площадь,4,44.42,,,5,5,,,Вторичка,Кирпичный,Дизайнерский,1.0,,
294535298,17285400.0,2,Выборгский,Удельная,3,58.2,30.1,13.6,8,10,2023,Подземная,Новостройка,Монолитно-кирпичный,,,1,
285457402,25000000.0,2,Василеостровский,Приморская,19,71.4,30.0,34.9,6,10,2022,,Вторичка,Монолитно-кирпичный,Без,,,
289388356,18105600.0,2,Курортный,,,46.0,12.5,13.8,5,12,2023,Отдельная,Новостройка,Монолитно-кирпичный,,1.0,1,
291499936,95000000.0,4,Петроградский,,,162.0,71.0,36.5,9,9,2022,,Вторичка,Монолитный,Без,,,
278767284,18561252.0,2,Приморский,Лесная,19,64.6,29.2,14.5,3,13,2022,"Подземная,",Новостройка,Монолитный,,1.0,1,
287257364,66600000.0,4,Петроградский,Крестовский остров,3,125.0,77.0,40.0,2,8,,Наземная,Вторичка,,Евроремонт,,,
294460935,22515912.0,3,Приморский,Комендантский проспект,8,82.84,39.3,,6,12,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
287439412,173893083.0,2,Петроградский,Черная речка,12,151.6,50.0,65.0,1,4,2017,,Вторичка,Монолитно-кирпичный,Без,,,
285784560,22950000.0,1,Петроградский,Крестовский остров,15,76.5,17.8,27.5,1,8,2019,,Новостройка,Монолитно-кирпичный,,,,
292570725,3480000.0,1,Адмиралтейский,Фрунзенская,6,13.0,11.0,,2,3,,Наземная,Вторичка,Кирпичный,Дизайнерский,,,
291717604,25174800.0,3,Выборгский,Удельная,3,99.9,48.3,27.0,2,10,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
293385481,4380000.0,1,Василеостровский,Василеостровская,10,17.0,15.0,,1,7,1917,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,
268560184,25650000.0,1,Адмиралтейский,Звенигородская,8,58.7,20.7,,7,7,2021,Гостевая,Новостройка,Монолитно-кирпичный,,,,
287493769,8600000.0,1,Адмиралтейский,Фрунзенская,6,33.5,15.0,8.0,2,2,1917,,Вторичка,Кирпичный,Дизайнерский,1.0,,
285043530,26615413.0,3,Московский,Электросила,17,83.91,48.8,17.3,3,11,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
293380026,3550000.0,1,Адмиралтейский,Фрунзенская,6,13.8,11.0,,2,4,1917,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,
292264873,27230400.0,1,Московский,Московская,6,48.8,14.7,16.0,2,6,2022,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,
294700217,6480000.0,1,Адмиралтейский,Балтийская,8,25.0,22.0,,2,6,,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,
279214436,27448785.0,2,Василеостровский,Горный институт,откроется,67.03,29.8,19.2,4,7,2026,,Новостройка,Монолитно-кирпичный,,,1,
285651545,3740000.0,1,Адмиралтейский,Нарвская,2,16.0,,,3,5,,,Вторичка,Кирпичный,Дизайнерский,,,
279213775,28050883.0,3,Выборгский,Выборгская,15,99.2,59.7,16.5,8,9,2021,Подземная,Новостройка,Монолитно-кирпичный,,,1,
287955096,14990000.0,2,Приморский,Лесная,14,54.8,21.3,19.0,8,14,2021,Подземная,Вторичка,,Без,1.0,1,2.0
278767295,28152988.0,3,Приморский,Лесная,18,99.9,46.2,27.5,8,13,2021,"Подземная,",Новостройка,Монолитный,,3.0,1,
289230771,39990000.0,3,Петроградский,,,142.1,42.0,59.1,6,6,2009,,Вторичка,,Евроремонт,,,
282551850,28986162.0,2,Красногвардейский,Новочеркасская,15,83.3,,,7,14,2023,Подземная,Новостройка,Панельный,,,,
289980389,300000000.0,3,Центральный,Гостиный двор,6,380.0,184.3,61.2,6,6,2001,Подземная,Вторичка,,Дизайнерский,3.0,2,1.0
285539558,31611185.0,3,Красногвардейский,Новочеркасская,13,85.5,,,13,14,2023,Подземная,Новостройка,Панельный,,,,
294155151,49000000.0,3,Василеостровский,Василеостровская,12,116.0,67.6,12.0,5,5,1916,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
294049688,4080363.0,1,Московский,Звездная,22,24.4,11.8,5.0,2,5,2025,"Подземная,",Новостройка,Монолитный,,1.0,,1.0
287446022,3290000.0,1,Адмиралтейский,Фрунзенская,6,11.0,10.0,,2,2,1917,,Вторичка,Кирпичный,Дизайнерский,1.0,,
292504154,5190000.0,1,Красногвардейский,,,25.68,15.7,5.0,4,14,2024,Подземная,Новостройка,Монолитный,,1.0,,8.0
286662065,88000000.0,1,Центральный,,,211.0,92.0,65.1,3,5,1900,,Вторичка,Кирпичный,Дизайнерский,,,
294338149,5450135.0,1,Красносельский,Проспект Ветеранов,11,30.6,17.3,,1,12,2017,Подземная,Новостройка,Монолитно-кирпичный,,,,
281455590,5200000.0,1,Петроградский,Горьковская,14,22.0,,,2,4,1910,,Вторичка,Кирпичный,Евроремонт,1.0,,
287818126,5921100.0,1,Колпинский,Рыбацкое,17,30.6,14.1,5.0,1,5,2023,-,Новостройка,Монолитный,,,,
293372105,128500000.0,4,Центральный,Чернышевская,13,184.2,114.7,16.8,7,8,2009,,Вторичка,Кирпичный,Дизайнерский,2.0,2,1.0
289899031,6439999.0,1,Выборгский,Парнас,13,37.37,11.3,16.1,3,15,2025,Гостевая,Новостройка,Монолитный,,,,
283850212,38918000.0,4,Василеостровский,Василеостровская,3,176.9,53.4,42.9,2,3,2022,,Вторичка,Кирпичный,Без,3.0,2,3.0
287522559,6750182.0,1,Приморский,Комендантский проспект,7,26.16,18.4,,11,12,2025,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,
293521769,30560500.0,3,Василеостровский,Василеостровская,3,91.3,41.8,24.4,7,8,2023,,Новостройка,Монолитный,,2.0,1,2.0
280255580,6860626.0,1,Пушкинский,Шушары,28,36.96,,15.6,1,5,2023,Отдельная,Новостройка,Монолитный,,,,1.0
287574743,5200000.0,1,Невский,Ломоносовская,10,33.6,12.8,12.1,3,25,2023,,Новостройка,Монолитно-кирпичный,,1.0,1,2.0
283556722,7719800.0,1,Приморский,Проспект Просвещения,5,29.36,15.5,5.6,7,24,2022,Отдельная,Новостройка,Монолитный,,,,
293742366,14000000.0,1,Адмиралтейский,Нарвская,3,45.3,10.4,20.0,2,4,1798,,Вторичка,Кирпичный,Дизайнерский,1.0,,
279676716,7990000.0,1,Московский,Фрунзенская,11,27.7,18.4,4.3,9,10,2022,Гостевая,Новостройка,Монолитный,,1.0,,4.0
294071283,12690000.0,1,Московский,Московские ворота,8,32.1,15.8,8.4,15,18,2016,,Вторичка,Кирпичный,Евроремонт,1.0,1,
294033174,7990144.0,2,Московский,Звездная,18,45.21,22.6,9.7,4,5,2025,"Подземная,",Новостройка,Монолитный,,1.0,,1.0
285457460,48490000.0,3,Василеостровский,Василеостровская,12,142.4,107.0,9.0,3,3,2000,,Вторичка,Кирпичный,Евроремонт,,,
291702727,8589999.0,2,Выборгский,Парнас,13,51.74,23.2,17.1,5,15,2025,Гостевая,Новостройка,Монолитный,,,,
293037083,5349000.0,1,Приморский,Комендантский проспект,5,21.9,14.1,2.0,4,19,2021,,Вторичка,,Косметический,1.0,1,2.0
294541862,9024624.0,1,Калининский,Лесная,16,33.35,13.8,11.3,5,22,2024,"Подземная,",Новостройка,Монолитный,,1.0,1,4.0
285457149,150000000.0,1,Центральный,Чернышевская,19,229.0,106.0,17.9,6,9,2005,,Вторичка,,Дизайнерский,,,
294192730,9780250.0,1,Приморский,Проспект Просвещения,5,36.25,12.7,10.9,5,8,2024,Отдельная,Новостройка,Монолитный,,,,
293374836,63000000.0,2,Петроградский,,,84.3,36.0,18.0,1,7,2020,,Вторичка,Монолитный,Без,,,
293838203,9984430.0,1,Приморский,Пионерская,6,39.1,14.9,11.0,2,16,2024,"Подземная,",Новостройка,Монолитный,,1.0,,4.0
294513205,20500000.0,1,Приморский,Комендантский проспект,5,60.4,32.8,16.0,6,27,2010,,Вторичка,Монолитный,Евроремонт,1.0,2,3.0
292137383,10338345.0,2,Пушкинский,Шушары,21,56.39,,10.6,1,5,2023,Отдельная,Новостройка,Монолитно-кирпичный,,,,1.0
286208188,19500000.0,1,Адмиралтейский,Василеостровская,22,44.1,20.0,12.0,1,9,2016,,Вторичка,Монолитный,Дизайнерский,,,
266866940,10824264.0,1,Приморский,Комендантский проспект,8,38.06,15.2,,9,12,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,1.0,,
291153755,60000000.0,3,Петроградский,Выборгская,22,108.0,62.0,15.0,4,6,,,Вторичка,,Евроремонт,2.0,1,
271170103,11543155.0,1,Выборгский,Удельная,18,41.32,10.5,16.8,2,12,2024,Подземная,Новостройка,Монолитно-кирпичный,,,,8.0
287544751,60000000.0,4,Курортный,Беговая,29,238.6,149.8,19.0,1,3,2007,,Вторичка,Кирпичный,Дизайнерский,1.0,,
291702542,11639999.0,3,Выборгский,Парнас,13,72.04,33.0,22.6,2,15,2025,Гостевая,Новостройка,Монолитный,,,,
283440909,29788400.0,4,Петроградский,Крестовский остров,18,109.1,43.4,35.6,1,9,2022,,Вторичка,Монолитный,Без,2.0,,2.0
278767293,12818158.0,1,Приморский,Лесная,19,39.6,15.9,9.6,11,13,2022,"Подземная,",Новостройка,Монолитный,,1.0,1,
285555839,59000000.0,3,Петроградский,Крестовский остров,24,159.1,59.0,55.0,4,10,2017,,Вторичка,,Без,,,
293685416,12800183.0,2,Приморский,,,53.49,23.6,17.1,2,12,2025,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,
291394438,11500000.0,2,Приморский,Комендантский проспект,7,64.0,43.6,10.4,17,19,2014,Наземная,Вторичка,Панельный,Евроремонт,1.0,1,2.0
289998568,12975750.0,1,Выборгский,Удельная,5,39.5,14.0,16.0,6,10,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
286712267,21900000.0,1,Петроградский,Спортивная,13,43.0,13.0,19.0,1,6,2018,,Вторичка,Монолитно-кирпичный,Евроремонт,,,
267475812,13298215.0,1,Московский,Электросила,17,39.17,14.8,14.2,2,11,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
286484033,197648630.0,3,Петроградский,Крестовский остров,17,216.4,72.0,19.9,2,5,2016,,Вторичка,Монолитный,Без,,,
275720046,13237533.0,1,Приморский,Комендантский проспект,8,47.91,15.8,14.4,3,12,2020,"Подземная,",Новостройка,Монолитно-кирпичный,,1.0,,
294169268,16800000.0,2,Приморский,Лесная,20,61.2,32.1,13.5,6,14,2022,Наземная,Вторичка,,Евроремонт,1.0,1,2.0
293781699,13791486.0,2,Приморский,Пионерская,6,56.74,29.8,13.5,2,16,2024,"Подземная,",Новостройка,Монолитный,,1.0,,4.0
287817163,83950000.0,4,Петроградский,,,203.1,64.0,77.0,5,8,2022,,Вторичка,Монолитный,Без,,,
274254974,13869319.0,3,Пушкинский,Шушары,21,76.49,,17.6,1,5,2023,Отдельная,Новостройка,Монолитно-кирпичный,,,,1.0
283489110,67338300.0,5,Петроградский,Крестовский остров,22,202.8,134.2,20.7,1,9,2022,,Вторичка,Монолитный,Без,3.0,,2.0
294285067,13900097.0,2,Московский,Московская,7,52.37,24.2,17.0,2,9,2026,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,6.0
283489108,46453900.0,3,Петроградский,Крестовский остров,22,155.9,90.2,17.9,1,9,2022,,Вторичка,Монолитный,Без,3.0,,2.0
294082978,15559005.0,2,Приморский,Лесная,14,51.27,23.4,14.1,12,14,2023,Подземная,Новостройка,Монолитный,,3.0,1,2.0
294752732,10500000.0,1,Курортный,Беговая,28,43.1,14.8,9.5,3,8,2013,,Вторичка,Кирпичный,Евроремонт,1.0,1,2.0
270120204,15713600.0,2,Центральный,Площадь Александра Невского,11,36.8,,,4,10,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,
277270307,6690000.0,1,Московский,Московские ворота,5,29.1,15.0,4.0,3,11,2021,,Вторичка,Монолитный,Евроремонт,1.0,1,
294542666,16108318.0,2,Калининский,Выборгская,2,59.92,29.0,11.8,7,23,2025,"Подземная,",Новостройка,Монолитный,,1.0,1,3.0
285457414,73000000.0,5,Центральный,Гостиный двор,1,194.0,125.0,30.0,4,6,1876,,Вторичка,Кирпичный,Евроремонт,,,
294541925,16286966.0,3,Калининский,Лесная,16,68.67,35.9,13.2,8,22,2024,"Подземная,",Новостройка,Монолитный,,1.0,1,4.0
294688860,6290000.0,2,Калининский,Академическая,9,44.5,27.0,8.3,1,9,1966,Наземная,Вторичка,,Без,1.0,,1.0
289388297,16793280.0,1,Курортный,,,47.6,12.5,13.8,3,12,2023,Отдельная,Новостройка,Монолитно-кирпичный,,1.0,1,
294080703,14990000.0,4,Адмиралтейский,Балтийская,17,100.3,65.3,10.7,4,5,1910,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
292174703,16800134.0,1,Выборгский,Лесная,11,44.8,20.3,12.6,7,9,2021,Подземная,Новостройка,Монолитно-кирпичный,,,1,
294043737,65000000.0,3,Петроградский,Крестовский остров,4,206.0,107.2,34.3,5,9,2005,Подземная,Вторичка,,Евроремонт,2.0,1,2.0
293271717,17345100.0,2,Выборгский,Удельная,18,68.02,27.0,21.3,9,12,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
285457451,103000000.0,3,Центральный,Новочеркасская,,152.3,66.0,43.7,5,8,2018,,Вторичка,Кирпичный,Дизайнерский,,,
284960624,17700000.0,2,Приморский,Комендантский проспект,4,93.2,48.5,24.6,2,25,2012,,Новостройка,Монолитно-кирпичный,,1.0,,
294225625,7900000.0,1,Фрунзенский,Обводный канал,19,24.3,17.6,,10,15,2022,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
288159266,17777576.0,3,Приморский,Пионерская,9,85.23,42.9,13.1,3,25,2024,"Подземная,",Новостройка,Монолитный,,1.0,,4.0
285457311,193071645.0,5,Петроградский,Крестовский остров,15,253.0,147.0,41.0,3,7,2007,,Вторичка,Монолитный,Евроремонт,,,
293794649,19020960.0,1,Василеостровский,Горный институт,откроется,41.44,12.2,19.1,2,6,2026,,Новостройка,Монолитно-кирпичный,,,,
292047743,80817574.0,2,Петроградский,Крестовский остров,17,101.6,27.0,49.0,1,5,2016,,Вторичка,Монолитный,Без,,,
290498719,19408000.0,1,Московский,Фрунзенская,2,48.52,13.9,21.5,2,10,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
292416019,17000000.0,2,Приморский,Беговая,19,74.8,37.7,14.4,17,24,2014,Наземная,Вторичка,,Евроремонт,1.0,1,3.0
271540876,20966925.0,3,Приморский,Лесная,15,92.38,42.6,19.8,1,14,2023,Подземная,Новостройка,Монолитный,,4.0,1,2.0
285386351,28000000.0,3,Приморский,Пионерская,4,100.8,59.0,13.0,16,24,2003,Наземная,Вторичка,Кирпичный,,1.0,1,1.0
282551928,21466512.0,1,Красногвардейский,Новочеркасская,17,50.5,,,8,10,2023,Подземная,Новостройка,Панельный,,,,
292940407,9999999.0,3,Центральный,Чернышевская,откроется,55.5,34.0,8.5,1,5,1917,,Вторичка,Кирпичный,Без,1.0,,1.0
294520204,30000000.0,2,Приморский,Комендантский проспект,5,96.3,48.0,16.0,13,27,2010,,Вторичка,Монолитный,Дизайнерский,2.0,2,3.0
286478516,31490000.0,2,Петроградский,Спортивная,25,95.0,40.0,28.0,4,8,2022,,Вторичка,Монолитный,Без,2.0,1,2.0
292516708,35000000.0,1,Петроградский,Спортивная,5,57.0,14.0,36.0,6,12,2017,Подземная,Вторичка,,Дизайнерский,1.0,1,3.0
292241319,39999000.0,2,Курортный,,,71.3,28.4,26.4,3,5,2020,Подземная,Вторичка,Монолитный,Дизайнерский,2.0,2,2.0
289871014,54999000.0,2,Петроградский,Василеостровская,29,76.0,28.4,35.4,2,6,2018,Подземная,Вторичка,Монолитно-кирпичный,Дизайнерский,2.0,,2.0
292813335,63000000.0,2,Петроградский,Горьковская,14,135.0,61.0,51.0,8,8,2017,Подземная,Вторичка,,Дизайнерский,1.0,1,1.0
285555842,90000000.0,4,Центральный,Новочеркасская,29,149.8,80.0,23.7,3,5,2017,,Вторичка,Кирпичный,Дизайнерский,,,
293813926,289000000.0,4,Петроградский,,,280.2,,20.0,3,4,,,Вторичка,Монолитный,,3.0,,
293317050,4999850.0,1,Невский,Рыбацкое,3,27.7,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
292401197,5090000.0,1,Красногвардейский,Гражданский проспект,12,30.0,10.0,12.6,6,26,2020,Наземная,Вторичка,Монолитный,Косметический,1.0,,3.0
293317034,5786000.0,1,Невский,Рыбацкое,3,26.3,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
284605696,5830000.0,1,Невский,Рыбацкое,3,26.5,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
284605694,6248000.0,1,Невский,Рыбацкое,3,28.4,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
293317038,6248000.0,1,Невский,Рыбацкое,3,28.4,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
284605695,6754000.0,1,Невский,Рыбацкое,3,30.7,10.0,5.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
294806925,7290000.0,4,Кировский,Ленинский проспект,9,49.0,,,2,5,1964,,Вторичка,Монолитный,Дизайнерский,1.0,,
269542036,7850000.0,1,Приморский,Комендантский проспект,8,32.23,14.0,10.0,9,13,2021,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
284605406,10000000.0,1,Кировский,Балтийская,4,42.8,12.8,17.0,5,9,2022,Подземная,Вторичка,Монолитный,Косметический,1.0,1,1.0
292550782,10000000.0,1,Кировский,Балтийская,4,37.0,10.5,14.7,5,9,2022,Подземная,Вторичка,Монолитный,Косметический,1.0,1,2.0
288104203,10300000.0,1,Приморский,,,34.3,13.5,11.0,11,13,,,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
293597551,11500000.0,2,Московский,Парк Победы,9,48.0,27.0,8.0,5,12,,,Вторичка,Кирпичный,Без,1.0,,2.0
274442651,12490000.0,3,Невский,Ломоносовская,7,72.0,42.5,9.4,5,7,1957,,Вторичка,Кирпичный,Косметический,1.0,1,1.0
293467504,12500000.0,1,Василеостровский,Приморская,16,46.9,12.7,16.7,8,14,2014,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
293472634,18338000.0,3,Василеостровский,Приморская,16,69.2,29.2,22.5,10,14,2014,,Вторичка,Монолитный,Евроремонт,2.0,1,2.0
294050850,18800000.0,2,Красногвардейский,Новочеркасская,13,57.2,22.4,19.5,2,15,2023,Многоуровневая,Вторичка,,Евроремонт,1.0,,
290874090,19717400.0,3,Приморский,Удельная,9,63.4,27.0,32.0,8,11,2012,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
294756969,19900000.0,3,Красносельский,Ленинский проспект,10,89.0,53.0,15.0,7,7,2013,Подземная,Вторичка,Монолитно-кирпичный,Евроремонт,2.0,1,2.0
294786410,19900000.0,3,Кировский,Балтийская,4,89.35,36.8,24.4,2,9,2022,Подземная,Вторичка,Монолитный,Косметический,2.0,1,1.0
290332587,20500000.0,1,Красногвардейский,Новочеркасская,17,55.0,32.4,6.6,9,11,2023,,Вторичка,Монолитный,Дизайнерский,1.0,1,1.0
293696313,20900000.0,1,Петроградский,Спортивная,4,42.0,10.0,18.0,1,7,,Подземная,Вторичка,Монолитно-кирпичный,Дизайнерский,1.0,,2.0
290547971,21250000.0,2,Приморский,Беговая,5,78.4,42.4,15.8,6,16,2006,Наземная,Вторичка,,Евроремонт,2.0,1,2.0
288805949,21900000.0,3,Василеостровский,Приморская,6,102.0,56.0,12.3,8,24,2004,Подземная,Вторичка,Кирпичный,Дизайнерский,1.0,1,3.0
292991937,23100688.0,3,Василеостровский,,,104.0,50.6,27.0,1,10,2018,,Новостройка,Монолитно-кирпичный,,,,
267475925,23427000.0,2,Московский,Фрунзенская,2,61.65,31.5,14.3,2,10,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
271169871,24692727.0,3,Выборгский,Удельная,18,101.42,45.1,22.0,12,12,2024,Подземная,Новостройка,Монолитно-кирпичный,,,,8.0
294452652,25000000.0,2,Приморский,Черная речка,,56.0,20.0,25.0,9,20,2016,,Вторичка,Монолитно-кирпичный,Дизайнерский,1.0,,2.0
292977942,27900000.0,1,Петроградский,Петроградская,6,56.0,,,3,6,2002,Подземная,Вторичка,Монолитный,Дизайнерский,1.0,,2.0
291779588,30082325.0,3,Курортный,Беговая,27,76.77,45.0,12.3,3,5,2024,,Новостройка,Монолитный,,1.0,,1.0
293860376,34100000.0,3,Центральный,Владимирская,7,117.4,80.9,16.9,5,7,2002,Подземная,Вторичка,Кирпичный,Дизайнерский,,1,1.0
267475856,34804000.0,3,Московский,Фрунзенская,5,99.44,55.0,28.5,4,10,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
294775384,39000000.0,3,Московский,Звездная,8,157.0,54.0,61.0,9,23,2020,Подземная,Новостройка,Монолитно-кирпичный,,3.0,1,
282551888,40030955.0,3,Красногвардейский,Новочеркасская,17,94.0,,,3,10,2023,Подземная,Новостройка,Панельный,,,,
294043739,46500000.0,2,Петроградский,Чкаловская,11,86.9,42.2,13.1,7,9,,Подземная,Вторичка,Монолитно-кирпичный,Дизайнерский,1.0,1,2.0
289975056,49000000.0,3,Василеостровский,Приморская,17,160.0,85.0,21.0,3,7,,Подземная,Вторичка,Кирпичный,Евроремонт,,,1.0
289460585,60000000.0,3,Центральный,Чернышевская,24,120.0,66.0,20.0,12,12,2009,,Вторичка,,Дизайнерский,2.0,,2.0
294658647,79000000.0,4,Петроградский,Чкаловская,1,240.0,140.0,16.0,8,10,,Подземная,Вторичка,Монолитный,Евроремонт,3.0,2,
