id,price,room,district,subway,subway distance (min),square footage,livable space,kitchen space,floor,number of floors,construction year,parking,apartment type,house type,renovation,bathroom,balcony,elevator
284328061,17346553.0,1,Центральный,Площадь Восстания,13,37.6,24.2,,3,9,2025,Подземная,Новостройка,Монолитный,,,,9.0
282959701,7500000.0,1,Василеостровский,Василеостровская,18,26.1,22.3,,2,10,,Подземная,Вторичка,Монолитный,Косметический,1.0,,
294531289,23931708.0,1,Адмиралтейский,Балтийская,9,53.5,16.5,17.6,8,8,2023,Подземная,Новостройка,Монолитный,,,,
284780590,8051980.0,1,Василеостровский,Спортивная,5,23.7,20.0,,4,4,,,Вторичка,Кирпичный,Дизайнерский,1.0,,
262571736,48700000.0,2,Петроградский,Чкаловская,11,78.4,31.6,17.7,6,9,2022,Подземная,Новостройка,Монолитный,,,,
292246812,36000000.0,3,Адмиралтейский,Технологический институт,13,145.0,79.0,12.0,5,6,1893,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,
250578804,70726917.0,3,Петроградский,Чкаловская,11,129.1,41.9,33.8,6,7,2022,Подземная,Новостройка,Монолитный,,,,
294009055,6200000.0,1,Фрунзенский,Бухарестская,3,26.23,15.8,,12,18,2023,,Вторичка,Монолитный,,,,
279351131,6869999.0,1,Красногвардейский,Ладожская,5,28.38,23.4,,3,15,2024,Подземная,Новостройка,Монолитный,,,,
279051866,4900000.0,1,Василеостровский,Василеостровская,20,16.98,,,1,4,1756,,Вторичка,Кирпичный,Евроремонт,1.0,,
273024267,9200000.0,1,Московский,Московские ворота,5,24.4,15.4,,13,16,2024,Подземная,Новостройка,Монолитный,,,,
284780151,7185082.0,1,Василеостровский,Спортивная,5,24.3,,,4,4,,,Вторичка,Кирпичный,Дизайнерский,1.0,1,
294696187,9278465.0,1,Фрунзенский,Волковская,18,23.0,11.1,4.4,14,14,2026,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
292324998,5400000.0,1,Василеостровский,Василеостровская,10,22.0,20.0,2.0,1,7,1917,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
285018072,9734165.0,1,Московский,Московские ворота,11,32.4,18.0,5.0,13,19,2023,Подземная,Новостройка,Монолитный,,1.0,1,
284780716,8576481.0,1,Василеостровский,Спортивная,5,31.9,,,4,4,,,Вторичка,Кирпичный,Дизайнерский,1.0,,
277297079,36577471.0,3,Центральный,Площадь Восстания,13,89.7,43.0,20.8,6,9,2025,Подземная,Новостройка,Монолитный,,,,9.0
294304007,11850000.0,2,Василеостровский,Приморская,6,60.8,22.8,17.3,4,13,2023,,Новостройка,Монолитный,,1.0,1,2.0
277296965,28126602.0,1,Центральный,Площадь Восстания,13,52.5,15.2,19.6,7,9,2025,Подземная,Новостройка,Монолитный,,,,9.0
292932190,14300000.0,2,Курортный,Беговая,29,65.2,25.9,11.7,3,7,2020,Наземная,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,1,2.0
279507430,9259999.0,1,Василеостровский,Зенит,5,31.55,17.4,5.0,2,19,2025,"Подземная,",Новостройка,Монолитный,,1.0,,
292223862,29274975.0,3,Выборгский,,,107.57,46.1,39.8,2,9,,,Вторичка,,,,,
294144832,9342756.0,1,Адмиралтейский,Балтийская,6,23.2,14.8,3.0,2,7,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
272767871,17000000.0,3,Приморский,Беговая,15,90.0,48.1,14.0,16,20,2010,Наземная,Вторичка,Монолитный,Косметический,1.0,1,3.0
283268341,7991637.0,1,Василеостровский,Приморская,4,25.3,11.9,6.3,1,12,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
290649976,9970000.0,1,Приморский,Комендантский проспект,6,32.2,9.0,15.7,18,23,2018,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
287685850,60496512.0,4,Центральный,Площадь Восстания,13,127.3,62.6,23.1,6,9,2025,Подземная,Новостройка,Монолитный,,,,9.0
294507330,39500000.0,4,Московский,Электросила,14,144.75,76.4,11.3,11,12,2023,Подземная,Новостройка,Монолитный,,3.0,1,2.0
271710002,7150000.0,1,Московский,Фрунзенская,7,23.5,,,2,13,2021,Подземная,Новостройка,Монолитный,,,,
288848467,465000000.0,4,Петроградский,Крестовский остров,,272.0,89.0,98.2,5,7,2012,,Вторичка,Монолитно-кирпичный,Дизайнерский,,,
282487186,9359999.0,1,Василеостровский,Приморская,7,29.47,15.3,4.4,4,18,2024,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,8.0
291632305,175000000.0,4,Центральный,,,135.0,30.0,53.5,4,4,2018,,Вторичка,Монолитно-кирпичный,Дизайнерский,,,
290942556,25999999.0,2,Центральный,Площадь Восстания,13,80.2,32.3,22.0,2,9,2025,Подземная,Новостройка,Монолитный,,,,9.0
294215511,7500000.0,1,Приморский,Проспект Просвещения,10,35.9,14.0,14.0,25,25,2022,Многоуровневая,Вторичка,,Косметический,1.0,1,3.0
279351205,16779999.0,2,Красногвардейский,Ладожская,5,79.85,28.9,44.3,5,15,2024,Подземная,Новостройка,Монолитный,,,,
294812937,46500000.0,3,Петроградский,Крестовский остров,20,105.0,52.6,19.4,6,9,2022,Подземная,Вторичка,Монолитный,Без,3.0,1,2.0
293496549,34066425.0,3,Петроградский,Крестовский остров,19,96.8,47.0,16.9,1,8,2022,"Подземная,",Новостройка,Монолитный,,1.0,1,
285457408,79990000.0,3,Петроградский,Крестовский остров,10,151.3,73.0,17.3,3,5,2008,,Вторичка,Монолитно-кирпичный,Дизайнерский,,,
293496610,30593335.0,2,Петроградский,Крестовский остров,3,70.7,37.7,14.5,7,8,2021,"Подземная,",Новостройка,Монолитный,,1.0,1,
286484031,58320000.0,5,Петроградский,Крестовский остров,11,201.8,107.0,19.8,1,6,2008,,Вторичка,Кирпичный,Без,,,
279351422,10969999.0,1,Красногвардейский,Ладожская,5,46.3,14.6,26.7,12,15,2024,Подземная,Новостройка,Монолитный,,,,
292438602,175000000.0,4,Центральный,Чернышевская,18,135.0,64.7,9.0,4,4,2015,,Вторичка,Кирпичный,Дизайнерский,2.0,,1.0
290590808,36397407.0,3,Красногвардейский,Новочеркасская,14,95.28,40.4,33.3,3,9,2024,Подземная,Новостройка,Монолитный,,1.0,,2.0
293498342,9503000.0,2,Невский,Рыбацкое,3,55.9,24.0,8.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
279508160,37069999.0,4,Василеостровский,Приморская,10,101.8,45.9,33.0,10,19,2025,Подземная,Новостройка,Монолитный,,2.0,,
286484036,60950000.0,3,Петроградский,Крестовский остров,11,169.3,150.3,14.0,1,6,2008,,Вторичка,Монолитно-кирпичный,Без,,,
265781311,231000000.0,4,Петроградский,Крестовский остров,12,254.7,113.1,16.0,4,4,2022,Подземная,Новостройка,Монолитный,,,,
293317047,12834000.0,2,Невский,Рыбацкое,3,55.8,28.0,18.0,3,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
291414267,14890000.0,1,Московский,Московские ворота,5,51.3,21.9,19.1,16,16,2024,Подземная,Новостройка,Монолитный,,,,
291060188,9424000.0,1,Невский,Рыбацкое,3,49.6,15.0,19.0,2,3,,,Вторичка,Кирпичный,Без,1.0,,1.0
285018225,21991638.0,3,Московский,Московские ворота,6,102.3,49.2,18.5,12,19,2022,Подземная,Новостройка,Монолитный,,2.0,1,
284595435,11385000.0,1,Невский,Рыбацкое,3,49.5,17.0,19.0,3,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
294703212,27889265.0,3,Фрунзенский,Волковская,18,82.5,39.8,20.7,8,14,2026,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
293317053,8875000.0,1,Невский,Рыбацкое,3,35.5,20.0,5.0,3,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
276667419,30075313.0,2,Красногвардейский,Новочеркасская,14,87.24,30.8,35.6,6,9,2024,Подземная,Новостройка,Монолитный,,2.0,,2.0
293317029,10416000.0,1,Невский,Рыбацкое,3,49.6,17.0,19.0,2,3,,,Вторичка,Кирпичный,Дизайнерский,1.0,,1.0
294535260,36989999.0,4,Василеостровский,Приморская,7,115.09,57.6,29.6,15,18,2024,Подземная,Новостройка,Монолитно-кирпичный,,3.0,,8.0
285396474,11400000.0,2,Невский,Рыбацкое,19,51.3,23.4,13.7,23,23,2023,Подземная,Вторичка,Блочный,Без,2.0,1,3.0
294679877,46420206.0,4,Красногвардейский,Новочеркасская,5,148.26,55.6,42.3,2,9,2023,Подземная,Новостройка,Монолитный,,2.0,,1.0
285457188,38900000.0,3,Центральный,Площадь Восстания,16,103.95,61.0,12.7,5,9,2021,,Вторичка,,Без,,,
279506975,31679999.0,4,Василеостровский,Приморская,6,106.6,52.4,27.8,19,20,2023,"Подземная,",Новостройка,Монолитный,,2.0,,2.0
289813601,140000000.0,4,Центральный,Звенигородская,5,227.6,124.0,16.0,2,9,2015,,Вторичка,Монолитно-кирпичный,Дизайнерский,,,
293105940,39177644.0,3,Василеостровский,Василеостровская,8,77.14,39.8,11.4,2,7,2024,Подземная,Новостройка,Монолитный,,,,2.0
282950896,465000000.0,4,Петроградский,Крестовский остров,9,272.0,167.2,20.0,5,7,2012,,Вторичка,Кирпичный,Дизайнерский,3.0,,1.0
291703813,41622300.0,4,Василеостровский,Василеостровская,11,112.25,57.0,18.1,7,9,2025,"Подземная,",Новостройка,Монолитный,,,,13.0
292205166,11800000.0,1,Выборгский,Политехническая,5,47.0,18.0,13.0,8,17,2007,Наземная,Вторичка,Панельный,Дизайнерский,1.0,1,2.0
293496516,18527625.0,1,Петроградский,Крестовский остров,19,45.3,16.9,16.9,2,8,2022,"Подземная,",Новостройка,Монолитный,,1.0,1,
289300816,9150000.0,1,Выборгский,Удельная,18,29.8,21.5,,6,11,2023,,Вторичка,Монолитный,Без,1.0,1,2.0
289390539,92642494.0,4,Петроградский,Петроградская,7,163.94,76.3,43.2,5,8,2023,,Новостройка,Монолитный,,4.0,,1.0
286319691,350000000.0,1,Петроградский,Чкаловская,11,350.0,155.0,40.0,9,10,,,Вторичка,Монолитно-кирпичный,Дизайнерский,4.0,1,
292112242,10884769.0,1,Красногвардейский,Новочеркасская,14,27.62,15.2,3.7,6,9,2024,Подземная,Новостройка,Монолитный,,1.0,,2.0
294395250,49000000.0,1,Петроградский,Чкаловская,15,66.3,15.8,23.3,1,10,2017,Подземная,Вторичка,Монолитный,Дизайнерский,2.0,1,1.0
285018251,18743977.0,2,Московский,Московские ворота,6,64.3,33.1,10.5,13,19,2022,Подземная,Новостройка,Монолитный,,2.0,1,
288549247,64000000.0,3,Петроградский,Крестовский остров,2,137.8,108.3,12.0,6,9,2007,Подземная,Вторичка,Монолитный,Дизайнерский,3.0,1,1.0
293263747,47197798.0,4,Центральный,Площадь Александра Невского,12,135.76,72.0,25.2,4,9,2025,,Новостройка,Монолитный,,3.0,,2.0
294201843,69000000.0,4,Петроградский,Петроградская,15,128.4,78.4,14.0,9,9,2020,,Вторичка,Монолитный,Без,3.0,,2.0
294488953,24515220.0,2,Фрунзенский,Волковская,18,77.7,24.5,24.3,4,14,2026,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
273009413,325000000.0,5,Петроградский,Крестовский остров,17,342.0,146.0,79.0,2,6,2007,Подземная,Вторичка,Панельный,Дизайнерский,3.0,,1.0
293046999,13625176.0,1,Московский,Московские ворота,6,47.7,19.1,14.0,13,19,2022,Подземная,Новостройка,Монолитный,,2.0,1,
293263557,139000000.0,4,Петроградский,Крестовский остров,9,191.2,,43.5,3,7,2012,,Вторичка,Кирпичный,Дизайнерский,3.0,,1.0
294635578,16507456.0,1,Фрунзенский,Волковская,18,45.2,13.3,22.2,10,14,2026,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
256062423,23600000.0,3,Центральный,Маяковская,2,82.0,45.0,25.0,5,5,2000,Наземная,Вторичка,,Дизайнерский,1.0,1,1.0
294568206,20789999.0,3,Василеостровский,Зенит,5,81.27,44.3,16.6,2,19,2025,"Подземная,",Новостройка,Монолитный,,2.0,,
294207186,12500000.0,1,Фрунзенский,Обводный канал,10,35.4,13.0,10.2,7,10,2021,Подземная,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,1,2.0
293408441,25541386.0,3,Адмиралтейский,Балтийская,5,86.7,34.4,19.2,4,7,2025,Открытая,Новостройка,Монолитный,,3.0,1,2.0
294348810,18900000.0,3,Калининский,Политехническая,9,74.9,42.2,13.0,11,15,1998,Наземная,Вторичка,Кирпичный,Дизайнерский,2.0,1,2.0
293105927,35162765.0,2,Василеостровский,Василеостровская,8,79.62,36.8,5.6,3,7,2024,Подземная,Новостройка,Монолитный,,,,2.0
293668049,12300000.0,2,Приморский,Комендантский проспект,8,52.3,29.0,16.9,22,24,2019,Подземная,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,2,3.0
286390091,78728286.0,1,Василеостровский,Василеостровская,8,163.91,30.7,10.6,6,7,2024,Подземная,Новостройка,Монолитный,,3.0,1,2.0
291058944,12690000.0,2,Фрунзенский,Бухарестская,3,51.03,25.9,13.4,15,18,2019,Подземная,Вторичка,Монолитный,Дизайнерский,1.0,2,2.0
291595675,11029999.0,1,Василеостровский,Зенит,5,37.48,13.3,14.3,5,19,2025,"Подземная,",Новостройка,Монолитный,,1.0,,
293819963,105000000.0,3,Петроградский,Крестовский остров,3,150.0,63.9,27.8,1,10,2018,,Вторичка,Монолитный,Без,2.0,,1.0
279507396,19749999.0,2,Василеостровский,Зенит,5,64.52,25.2,19.9,9,19,2025,"Подземная,",Новостройка,Монолитный,,2.0,,
287964844,10500000.0,3,Фрунзенский,Проспект Славы,14,57.0,39.5,6.0,6,9,1972,,Вторичка,Панельный,Евроремонт,1.0,1,1.0
293435892,40936415.0,4,Василеостровский,,,131.63,62.3,33.5,3,7,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,1.0
287966062,8500000.0,1,Приморский,Комендантский проспект,9,30.8,10.0,13.0,9,13,2022,,Вторичка,Монолитный,Дизайнерский,1.0,1,2.0
290945853,13686156.0,1,Адмиралтейский,Балтийская,5,40.8,11.2,21.4,1,7,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
294216272,55000000.0,2,Центральный,Чернышевская,5,79.6,42.4,14.4,3,8,2015,,Вторичка,Монолитный,Евроремонт,1.0,1,1.0
290945820,20657113.0,2,Адмиралтейский,Балтийская,5,68.1,27.9,19.2,3,9,2025,Открытая,Новостройка,Монолитный,,2.0,,2.0
293686843,54000000.0,3,Центральный,Чернышевская,13,96.0,46.5,22.1,3,8,2009,,Вторичка,Кирпичный,Дизайнерский,2.0,1,1.0
277117556,11835195.0,1,Василеостровский,Приморская,4,39.3,10.7,15.9,2,12,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
292766987,12000000.0,1,Приморский,Беговая,19,51.6,13.6,24.3,9,18,2012,,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
293292769,15599829.0,1,Петроградский,Чкаловская,19,35.43,9.2,,3,8,2026,Гостевая,Новостройка,Монолитный,,,,20.0
287544788,59500000.0,3,Центральный,Площадь Восстания,29,159.7,73.5,25.5,9,12,,,Вторичка,,Дизайнерский,2.0,1,1.0
291761647,29636099.0,2,Красногвардейский,Новочеркасская,9,71.6,31.9,21.7,12,12,2022,"Подземная,",Новостройка,Монолитный,,2.0,1,2.0
294359716,11000000.0,1,Василеостровский,Василеостровская,19,40.6,15.0,15.0,2,10,2022,,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,,3.0
292865093,38097612.0,2,Василеостровский,Горный институт,9,88.88,31.5,23.6,1,7,2022,Подземная,Новостройка,Монолитный,,3.0,,
292995626,159900000.0,1,Петроградский,,,533.2,286.1,35.7,4,4,2001,,Вторичка,Кирпичный,Дизайнерский,4.0,,
291921033,44369945.0,3,Василеостровский,Горный институт,9,107.3,34.0,30.6,3,7,2022,Подземная,Новостройка,Монолитный,,3.0,1,
290536701,15020801.0,1,Фрунзенский,Бухарестская,4,52.51,16.4,16.0,7,18,2023,,Вторичка,Монолитный,,,,
277117518,16157752.0,2,Василеостровский,Приморская,4,59.2,21.5,20.5,2,12,2025,Открытая,Новостройка,Монолитный,,2.0,,2.0
294562193,195000000.0,3,Петроградский,,,125.0,12.0,16.0,3,3,2004,,Вторичка,Кирпичный,Дизайнерский,,,
282487120,18059999.0,2,Василеостровский,Приморская,7,60.06,24.6,20.4,4,18,2024,Подземная,Новостройка,Монолитно-кирпичный,,2.0,,8.0
294339325,64700000.0,3,Петроградский,Крестовский остров,18,85.0,,,6,8,2021,Подземная,Вторичка,Монолитный,Дизайнерский,2.0,1,2.0
293401041,18534750.0,1,Красногвардейский,Новочеркасская,9,59.2,14.9,23.0,4,12,2022,"Подземная,",Новостройка,Монолитный,,1.0,1,2.0
292223889,51500000.0,4,Выборгский,,,149.86,62.4,30.9,7,9,,,Вторичка,,,,,
279628299,19756770.0,3,Василеостровский,Приморская,4,75.9,31.9,21.9,1,12,2025,Открытая,Новостройка,Монолитный,,2.0,,2.0
292223867,29730000.0,3,Выборгский,,,109.25,47.0,25.7,2,9,,,Вторичка,,,,,
294700719,21898536.0,2,Красногвардейский,Новочеркасская,5,60.88,24.0,20.0,1,9,2023,Подземная,Новостройка,Монолитный,,1.0,,1.0
292938797,16990000.0,2,Василеостровский,Приморская,5,70.0,30.0,21.0,6,18,2003,Наземная,Вторичка,,Евроремонт,1.0,1,2.0
294178643,33402331.0,2,Петроградский,Чкаловская,19,56.38,25.4,,5,8,2026,,Новостройка,Монолитный,,,,20.0
293338134,24000000.0,2,Приморский,Комендантский проспект,9,79.9,22.4,26.3,12,12,2022,Подземная,Вторичка,Кирпичный,Без,2.0,2,2.0
282487160,10419999.0,1,Василеостровский,Приморская,7,38.99,11.6,16.6,2,18,2024,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,8.0
279091948,16450000.0,1,Московский,Фрунзенская,2,41.3,16.4,13.5,4,9,2023,Подземная,Новостройка,Монолитный,,1.0,1,1.0
277296376,18950000.0,2,Красногвардейский,Площадь Ленина,6,75.4,41.8,16.6,4,10,2024,Подземная,Новостройка,Монолитно-кирпичный,,,,4.0
292627908,25600000.0,2,Приморский,Комендантский проспект,9,89.9,34.3,25.0,11,12,2022,Подземная,Вторичка,Кирпичный,Без,1.0,2,2.0
250578892,198000000.0,3,Петроградский,Крестовский остров,12,325.2,52.2,36.7,1,4,2022,Подземная,Новостройка,Монолитный,,,,
292579914,19700000.0,3,Центральный,Владимирская,4,68.0,33.4,7.4,4,5,1863,,Вторичка,Кирпичный,Дизайнерский,1.0,,
294551126,18839400.0,1,Московский,Московская,9,36.94,16.7,,10,25,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,2.0
294107380,8200000.0,2,Приморский,Беговая,14,51.7,17.9,14.2,10,10,2017,Наземная,Вторичка,Блочный,Косметический,1.0,1,1.0
287028832,21473125.0,2,Московский,Московские ворота,6,53.7,24.0,,2,11,2025,Подземная,Новостройка,Монолитный,,,,
294250169,11900000.0,1,Выборгский,Проспект Просвещения,9,62.8,26.1,20.9,6,6,2009,,Вторичка,Монолитный,Косметический,1.0,1,1.0
293970646,85137000.0,5,Петроградский,Крестовский остров,15,230.1,108.6,23.4,7,8,2019,,Новостройка,Монолитно-кирпичный,,,2,
294764537,24500000.0,2,Красногвардейский,Новочеркасская,13,57.3,20.8,26.2,5,15,2018,,Вторичка,Монолитный,Евроремонт,2.0,1,3.0
292871209,14600000.0,1,Красногвардейский,Площадь Ленина,6,44.9,17.2,16.3,3,10,2024,Подземная,Новостройка,Монолитно-кирпичный,,,,4.0
292057664,18500000.0,3,Московский,Звездная,6,88.8,51.8,12.4,14,24,2017,Подземная,Вторичка,Монолитный,Без,2.0,1,4.0
290995411,22897152.0,2,Приморский,Черная речка,8,58.76,,,3,9,2025,Подземная,Новостройка,Монолитный,,,,3.0
288819293,18000000.0,2,Центральный,Площадь Александра Невского,7,58.5,36.0,5.0,3,8,2019,,Вторичка,Монолитный,Дизайнерский,2.0,,3.0
294014466,37792000.0,4,Петроградский,Крестовский остров,15,118.1,66.7,17.4,4,9,2022,Отдельная,Новостройка,Монолитно-кирпичный,,,2,
282653363,13680000.0,1,Центральный,Лиговский проспект,7,31.7,20.0,,4,10,2020,Подземная,Вторичка,Монолитный,Дизайнерский,1.0,,2.0
293291691,59668113.0,3,Петроградский,Чкаловская,19,84.17,38.8,,2,8,2026,Гостевая,Новостройка,Монолитный,,,,20.0
288216721,53000000.0,2,Приморский,Беговая,3,107.7,43.2,25.0,7,8,2016,,Вторичка,,Дизайнерский,2.0,,1.0
294014449,60264000.0,4,Петроградский,Крестовский остров,16,124.0,80.3,13.0,2,7,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
287337869,54900000.0,3,Выборгский,,,146.0,90.0,20.0,13,23,2008,,Вторичка,Кирпичный,Дизайнерский,,,
289502513,78510600.0,4,Московский,Московская,6,140.7,85.7,16.4,6,6,2022,"Подземная,",Новостройка,Монолитно-кирпичный,,,3,
292268145,24000000.0,2,Приморский,Беговая,10,71.3,46.7,18.8,2,3,,,Вторичка,Монолитно-кирпичный,Дизайнерский,1.0,,
293288766,11555750.0,1,Приморский,Черная речка,6,27.19,,,10,10,2025,Подземная,Новостройка,Монолитный,,,,2.0
292898789,9000000.0,1,Приморский,Комендантский проспект,6,46.7,21.8,12.8,19,19,2018,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
292061881,14402100.0,2,Калининский,Гражданский проспект,5,78.7,40.6,13.0,5,25,2020,Многоуровневая,Новостройка,Монолитный,,,1,1.0
294293869,27750000.0,2,Приморский,Черная речка,10,64.7,40.0,10.0,17,20,2015,,Вторичка,Монолитно-кирпичный,Без,1.0,1,2.0
293529934,14413164.0,1,Центральный,Площадь Александра Невского,12,33.77,17.0,10.0,2,9,2025,,Новостройка,Монолитный,,1.0,,2.0
292246376,79990000.0,3,Петроградский,Крестовский остров,2,181.0,145.3,20.4,6,9,2006,,Вторичка,Монолитный,Без,2.0,3,1.0
294743697,16102926.0,1,Красногвардейский,Новочеркасская,5,39.41,11.5,15.4,7,9,2023,Подземная,Новостройка,Монолитный,,1.0,,1.0
290102373,22300000.0,2,Петроградский,Крестовский остров,6,64.0,29.5,16.8,5,10,2022,Подземная,Вторичка,Монолитный,Без,1.0,1,1.0
293371725,17258400.0,1,Московский,Московские ворота,6,37.6,11.6,,2,11,2025,Подземная,Новостройка,Монолитный,,,,
294813187,30200000.0,1,Петроградский,Крестовский остров,20,50.7,17.8,20.4,9,9,2022,Подземная,Вторичка,Монолитный,Без,1.0,1,2.0
290995534,18922818.0,1,Приморский,Черная речка,8,44.14,,,6,9,2025,Подземная,Новостройка,Монолитный,,,,3.0
294692037,11280000.0,1,Московский,Московские ворота,6,46.0,18.8,14.8,6,20,2022,Подземная,Вторичка,,Без,1.0,1,4.0
291703906,20569089.0,2,Василеостровский,Василеостровская,11,63.74,31.0,14.6,3,9,2025,"Подземная,",Новостройка,Монолитный,,,,13.0
294389607,27750000.0,2,Приморский,Черная речка,,64.7,26.7,12.3,17,20,,,Вторичка,Монолитно-кирпичный,Без,2.0,1,2.0
279513574,26855100.0,4,Выборгский,Удельная,4,112.6,58.6,18.2,2,10,2022,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,
294662243,34900000.0,3,Петроградский,Крестовский остров,20,83.0,35.0,21.0,7,9,2022,Подземная,Вторичка,Монолитный,Без,2.0,1,2.0
294743724,28892578.0,3,Красногвардейский,Новочеркасская,5,89.98,34.9,27.6,3,9,2023,Подземная,Новостройка,Монолитный,,1.0,,1.0
292223895,32000000.0,3,Выборгский,,,106.8,46.1,39.8,5,9,,,Вторичка,,,,,
290995080,31031200.0,2,Василеостровский,Василеостровская,17,78.56,,,2,9,2025,Подземная,Новостройка,Монолитный,,,,1.0
293810985,7210000.0,2,Выборгский,Проспект Просвещения,11,59.2,28.5,12.6,23,25,2021,Подземная,Вторичка,Монолитный,Без,1.0,1,4.0
282487307,33269999.0,3,Василеостровский,Приморская,7,94.83,42.8,30.8,15,18,2024,Подземная,Новостройка,Монолитно-кирпичный,,2.0,,8.0
292223882,29862000.0,3,Выборгский,,,114.34,49.2,25.2,2,9,,,Вторичка,,,,,
290299097,35054544.0,3,Красногвардейский,Новочеркасская,9,115.3,42.4,30.1,8,12,2022,"Подземная,",Новостройка,Монолитный,,3.0,1,2.0
285614584,180000000.0,4,Центральный,Площадь Восстания,14,163.7,115.6,11.8,7,7,2004,,Вторичка,Монолитный,Дизайнерский,2.0,1,1.0
290995289,39152400.0,3,Василеостровский,Василеостровская,17,99.11,,,3,9,2025,Подземная,Новостройка,Монолитный,,,,1.0
294302946,40000000.0,3,Приморский,Старая Деревня,22,98.3,48.3,16.7,4,7,2017,,Вторичка,Монолитный,Дизайнерский,2.0,,2.0
293882953,39689008.0,3,Петроградский,Чкаловская,8,114.46,,,4,9,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,2.0
287950093,150000000.0,4,Центральный,Звенигородская,5,218.3,130.6,23.0,3,9,2015,,Вторичка,Кирпичный,Дизайнерский,4.0,2,2.0
292036751,53648384.0,4,Красногвардейский,Новочеркасская,13,183.7,,,13,14,2023,Подземная,Новостройка,Панельный,,,,
294681372,19850000.0,1,Петроградский,Крестовский остров,5,40.2,17.0,10.0,1,10,2022,Подземная,Вторичка,Монолитный,Дизайнерский,1.0,1,1.0
293794684,99271890.0,4,Василеостровский,Горный институт,7,164.63,75.6,20.4,2,6,2026,,Новостройка,Монолитно-кирпичный,,,1,
288216712,200000000.0,4,Петроградский,Крестовский остров,3,209.1,105.0,30.0,3,7,2018,Подземная,Вторичка,Монолитный,Без,3.0,,1.0
279507019,10189999.0,1,Василеостровский,Приморская,6,34.59,14.2,8.8,9,20,2023,"Подземная,",Новостройка,Монолитный,,1.0,,2.0
294201834,80000000.0,3,Центральный,Адмиралтейская,3,107.2,63.7,25.6,2,7,2006,Подземная,Вторичка,Кирпичный,Дизайнерский,2.0,,1.0
279507004,20589999.0,3,Василеостровский,Приморская,6,91.99,54.0,11.9,3,20,2023,"Подземная,",Новостройка,Монолитный,,2.0,,2.0
291893363,11500000.0,2,Василеостровский,Василеостровская,3,43.3,27.4,7.0,2,6,1917,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,,3.0
279506976,22339999.0,2,Василеостровский,Приморская,6,86.4,35.7,25.1,3,20,2023,"Подземная,",Новостройка,Монолитный,,2.0,,2.0
294819029,14050000.0,1,Приморский,Черная речка,9,39.2,16.3,9.3,8,10,2023,Многоуровневая,Вторичка,,Без,1.0,1,1.0
290341286,22900000.0,3,Калининский,Гражданский проспект,5,108.5,61.3,20.9,24,25,2020,Многоуровневая,Новостройка,Монолитный,,,1,1.0
289552278,6900000.0,2,Приморский,Комендантский проспект,7,37.44,12.2,14.2,4,9,2022,Подземная,Вторичка,,Без,1.0,1,2.0
291703956,26455144.0,3,Василеостровский,Василеостровская,11,80.39,44.9,10.2,2,9,2025,"Подземная,",Новостройка,Монолитный,,,,13.0
293828238,4890000.0,1,Выборгский,Парнас,17,25.2,,,4,26,2020,Наземная,Вторичка,Кирпичный,Косметический,1.0,1,2.0
290995328,34201260.0,3,Приморский,Черная речка,8,90.84,,,5,7,2025,Подземная,Новостройка,Монолитный,,,,3.0
277111225,13400000.0,2,Василеостровский,Приморская,6,65.0,21.1,22.2,13,19,2016,Подземная,Вторичка,Монолитный,Косметический,1.0,1,2.0
287098836,36400171.0,4,Выборгский,Лесная,14,145.5,88.3,23.8,6,9,2021,Подземная,Новостройка,Монолитно-кирпичный,,,2,
285457456,37400000.0,2,Центральный,Чернышевская,26,78.8,39.0,30.0,3,10,2018,,Вторичка,Монолитный,Дизайнерский,,,
